Position,Track Name,Artist,Streams,date,region,spotify_id
9,Starboy,The Weeknd,1949,2017-01-30,lt,5aAx2yezTd8zXrkmtKl66Z
10,Say You Won't Let Go,James Arthur,1918,2017-01-30,lt,5uCax9HTNlzGybIStD3vDh
11,All Night,The Vamps,1902,2017-01-30,lt,1yNyoWWWikbLhwIGWjZuDW
12,Hear Me Now,Alok,1893,2017-01-30,lt,1a5Yu5L18qNxVhXx38njON
13,Scared to Be Lonely,Martin Garrix,1883,2017-01-30,lt,3ebXMykcMXOcLeJ9xZ17XH
14,Weak,AJR,1862,2017-01-30,lt,3E2Zh20GDCR9B1EYjfXWyv
15,Don't Wanna Know,Maroon 5,1799,2017-01-30,lt,5MFzQMkrl1FOOng9tq6R9r
16,Solo Dance,Martin Jensen,1793,2017-01-30,lt,6HUnnBwYZqcED1eQztxMBN
17,"How Far I'll Go - From ""Moana""",Alessia Cara,1760,2017-01-30,lt,5hYTyyh2odQKphUbMqc5gN
18,Issues,Julia Michaels,1712,2017-01-30,lt,1sXUWdKx03aP9Gmzft58rt
19,All Time Low,Jon Bellion,1703,2017-01-30,lt,1CnPYaKxTVb4LWOtiGOm0m
20,Shed a Light,Robin Schulz,1637,2017-01-30,lt,1cG0umU5TKStygKsPFZ9pY
21,Bad Things (with Camila Cabello),Machine Gun Kelly,1636,2017-01-30,lt,1PSBzsahR2AKwLJgx8ehBj
22,Sunset Lover,Petit Biscuit,1516,2017-01-30,lt,0hNduWmlWmEmuwEFcYvRu1
23,Now and Later,Sage The Gemini,1508,2017-01-30,lt,43jBqV3j3Xi1g6wO0bhIMd
24,Tuesday,Burak Yeter,1500,2017-01-30,lt,7abpmGpF7PGep2rDU68GBR
25,Love Me Now,John Legend,1496,2017-01-30,lt,6nxQdXa1uAL0rY72wPZu89
26,Chantaje (feat. Maluma),Shakira,1462,2017-01-30,lt,6mICuAdrwEjh6Y6lroV2Kg
27,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1449,2017-01-30,lt,0fg8CqpjdojMyXLNzM2PaJ
28,Closer,The Chainsmokers,1367,2017-01-30,lt,7BKLCZ1jbUBVqRi2FVlTVw
29,Don't Leave,Snakehips,1358,2017-01-30,lt,0Zx8khUcEfCFK2AEoIhC92
30,Not Going Home,DVBBS,1300,2017-01-30,lt,042x9bsUBWW2fJgJ6fUh61
31,I Would Like,Zara Larsson,1299,2017-01-30,lt,4Q4jmPHwu0wrJvqrld0FQ6
32,History,Olivia Holt,1281,2017-01-30,lt,0WCEaydwN65cvwaW8aqptF
33,I Got You,Bebe Rexha,1275,2017-01-30,lt,1FUViuNSldssMIawrOXF2i
34,Lighthouse - Andrelli Remix,Hearts & Colors,1270,2017-01-30,lt,04CttTezSnv71USiiG9mIo
35,Oceans Away,A R I Z O N A,1267,2017-01-30,lt,6A8dnC0xkiuWN4BshmTB2I
36,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1260,2017-01-30,lt,40UroIGvsMPLPBYwH8rMNA
37,It's Gotta Be You,Isaiah,1225,2017-01-30,lt,6cAKeFFYW2aClZSUyvqAEW
38,Light,San Holo,1193,2017-01-30,lt,7zTx8ePYAmPFQuxP3xlXZn
39,Mercy,Shawn Mendes,1144,2017-01-30,lt,4TZy1wLyHec06pwgFYDh1a
40,Let Me Love You,DJ Snake,1135,2017-01-30,lt,4pdPtRcBmOSQDlJ3Fk945m
41,Make Me (Cry),Noah Cyrus,1121,2017-01-30,lt,2BrzlUj1u1CtvaJDGIKpsP
42,Alone,Alan Walker,1119,2017-01-30,lt,0JiVRyTJcJnmlwCZ854K4p
43,Lot to Learn,Luke Christopher,1119,2017-01-30,lt,3TRFq09DUgYj1mug6RRqJW
44,Romantic - NOTD Remix,Stanaj,1108,2017-01-30,lt,3SGWp9fJCzgK0WcpcKSQdy
45,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1107,2017-01-30,lt,2wDjpPW3HZdA9quPPmZAMu
46,Black Beatles,Rae Sremmurd,1103,2017-01-30,lt,6fujklziTHa8uoM5OQSfIo
47,Fake Love,Drake,1050,2017-01-30,lt,343YBumqHu19cGoGARUTsd
48,The Other,Lauv,1050,2017-01-30,lt,1lntL1cI2UIWlxjL5QiN8g
49,On My Way,Tiësto,1045,2017-01-30,lt,4hiUYb2nb6NlfTP9CD38Pe
50,Bad and Boujee (feat. Lil Uzi Vert),Migos,1040,2017-01-30,lt,4Km5HrUvYTaSUfiSGPJeQR
1,Shape of You,Ed Sheeran,6705,2017-01-31,lt,7qiZfU4dY1lWllzX7mPBI3
2,Paris,The Chainsmokers,3735,2017-01-31,lt,72jbDTw1piOOj770jWNeaG
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3613,2017-01-31,lt,3NdDpSvN911VPGivFlV5d0
4,Castle on the Hill,Ed Sheeran,2945,2017-01-31,lt,6PCUP3dWmTjcTtXY02oFdT
5,Call On Me - Ryan Riback Extended Remix,Starley,2814,2017-01-31,lt,78rIJddV4X0HkNAInEcYde
6,I Feel It Coming,The Weeknd,2634,2017-01-31,lt,5GXAXm5YOmYT0kL5jHvYBt
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2402,2017-01-31,lt,5knuzwU65gJK7IF5yJsuaW
8,Scared to Be Lonely,Martin Garrix,2278,2017-01-31,lt,3ebXMykcMXOcLeJ9xZ17XH
9,Just Hold On,Steve Aoki,2233,2017-01-31,lt,3EmmCZoqpWOTY1g2GBwJoR
10,Issues,Julia Michaels,2097,2017-01-31,lt,1sXUWdKx03aP9Gmzft58rt
11,All Night,The Vamps,2077,2017-01-31,lt,1yNyoWWWikbLhwIGWjZuDW
12,Weak,AJR,2074,2017-01-31,lt,3E2Zh20GDCR9B1EYjfXWyv
13,Hear Me Now,Alok,2044,2017-01-31,lt,1a5Yu5L18qNxVhXx38njON
14,Say You Won't Let Go,James Arthur,2028,2017-01-31,lt,5uCax9HTNlzGybIStD3vDh
15,Solo Dance,Martin Jensen,2015,2017-01-31,lt,6HUnnBwYZqcED1eQztxMBN
16,"How Far I'll Go - From ""Moana""",Alessia Cara,1965,2017-01-31,lt,5hYTyyh2odQKphUbMqc5gN
17,Starboy,The Weeknd,1958,2017-01-31,lt,5aAx2yezTd8zXrkmtKl66Z
18,All Time Low,Jon Bellion,1894,2017-01-31,lt,1CnPYaKxTVb4LWOtiGOm0m
19,Bad Things (with Camila Cabello),Machine Gun Kelly,1797,2017-01-31,lt,1PSBzsahR2AKwLJgx8ehBj
20,Don't Wanna Know,Maroon 5,1756,2017-01-31,lt,5MFzQMkrl1FOOng9tq6R9r
21,Shed a Light,Robin Schulz,1750,2017-01-31,lt,1cG0umU5TKStygKsPFZ9pY
22,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1677,2017-01-31,lt,0fg8CqpjdojMyXLNzM2PaJ
23,Sunset Lover,Petit Biscuit,1653,2017-01-31,lt,0hNduWmlWmEmuwEFcYvRu1
24,Now and Later,Sage The Gemini,1575,2017-01-31,lt,43jBqV3j3Xi1g6wO0bhIMd
25,Don't Leave,Snakehips,1566,2017-01-31,lt,0Zx8khUcEfCFK2AEoIhC92
26,Chantaje (feat. Maluma),Shakira,1544,2017-01-31,lt,6mICuAdrwEjh6Y6lroV2Kg
27,Tuesday,Burak Yeter,1541,2017-01-31,lt,7abpmGpF7PGep2rDU68GBR
28,History,Olivia Holt,1512,2017-01-31,lt,0WCEaydwN65cvwaW8aqptF
29,Love Me Now,John Legend,1500,2017-01-31,lt,6nxQdXa1uAL0rY72wPZu89
30,Closer,The Chainsmokers,1420,2017-01-31,lt,7BKLCZ1jbUBVqRi2FVlTVw
31,Not Going Home,DVBBS,1388,2017-01-31,lt,042x9bsUBWW2fJgJ6fUh61
32,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1372,2017-01-31,lt,40UroIGvsMPLPBYwH8rMNA
33,Lighthouse - Andrelli Remix,Hearts & Colors,1371,2017-01-31,lt,04CttTezSnv71USiiG9mIo
34,I Would Like,Zara Larsson,1353,2017-01-31,lt,4Q4jmPHwu0wrJvqrld0FQ6
35,Light,San Holo,1278,2017-01-31,lt,7zTx8ePYAmPFQuxP3xlXZn
36,Lot to Learn,Luke Christopher,1264,2017-01-31,lt,3TRFq09DUgYj1mug6RRqJW
37,It's Gotta Be You,Isaiah,1263,2017-01-31,lt,6cAKeFFYW2aClZSUyvqAEW
38,I Got You,Bebe Rexha,1262,2017-01-31,lt,1FUViuNSldssMIawrOXF2i
39,Romantic - NOTD Remix,Stanaj,1245,2017-01-31,lt,3SGWp9fJCzgK0WcpcKSQdy
40,Oceans Away,A R I Z O N A,1238,2017-01-31,lt,6A8dnC0xkiuWN4BshmTB2I
41,The Other,Lauv,1197,2017-01-31,lt,1lntL1cI2UIWlxjL5QiN8g
42,Mercy,Shawn Mendes,1164,2017-01-31,lt,4TZy1wLyHec06pwgFYDh1a
43,Make Me (Cry),Noah Cyrus,1160,2017-01-31,lt,2BrzlUj1u1CtvaJDGIKpsP
44,Alone,Alan Walker,1142,2017-01-31,lt,0JiVRyTJcJnmlwCZ854K4p
45,Cake - Challenge Version,Flo Rida,1125,2017-01-31,lt,6t2ubAB4iSYOuIpRAOGd4t
46,On My Way,Tiësto,1092,2017-01-31,lt,4hiUYb2nb6NlfTP9CD38Pe
47,Bad and Boujee (feat. Lil Uzi Vert),Migos,1062,2017-01-31,lt,4Km5HrUvYTaSUfiSGPJeQR
48,Black Beatles,Rae Sremmurd,1032,2017-01-31,lt,6fujklziTHa8uoM5OQSfIo
49,Let Me Love You,DJ Snake,1019,2017-01-31,lt,4pdPtRcBmOSQDlJ3Fk945m
50,Fake Love,Drake,1013,2017-01-31,lt,343YBumqHu19cGoGARUTsd
51,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,1001,2017-01-31,lt,2wDjpPW3HZdA9quPPmZAMu
1,Shape of You,Ed Sheeran,6792,2017-02-01,lt,7qiZfU4dY1lWllzX7mPBI3
2,Paris,The Chainsmokers,3649,2017-02-01,lt,72jbDTw1piOOj770jWNeaG
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3385,2017-02-01,lt,3NdDpSvN911VPGivFlV5d0
4,Call On Me - Ryan Riback Extended Remix,Starley,2772,2017-02-01,lt,78rIJddV4X0HkNAInEcYde
5,Castle on the Hill,Ed Sheeran,2726,2017-02-01,lt,6PCUP3dWmTjcTtXY02oFdT
6,I Feel It Coming,The Weeknd,2634,2017-02-01,lt,5GXAXm5YOmYT0kL5jHvYBt
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2561,2017-02-01,lt,5knuzwU65gJK7IF5yJsuaW
8,Scared to Be Lonely,Martin Garrix,2363,2017-02-01,lt,3ebXMykcMXOcLeJ9xZ17XH
9,Solo Dance,Martin Jensen,2142,2017-02-01,lt,6HUnnBwYZqcED1eQztxMBN
10,All Night,The Vamps,2093,2017-02-01,lt,1yNyoWWWikbLhwIGWjZuDW
11,Starboy,The Weeknd,2016,2017-02-01,lt,5aAx2yezTd8zXrkmtKl66Z
12,Say You Won't Let Go,James Arthur,1985,2017-02-01,lt,5uCax9HTNlzGybIStD3vDh
13,Just Hold On,Steve Aoki,1982,2017-02-01,lt,3EmmCZoqpWOTY1g2GBwJoR
14,Hear Me Now,Alok,1954,2017-02-01,lt,1a5Yu5L18qNxVhXx38njON
15,Weak,AJR,1936,2017-02-01,lt,3E2Zh20GDCR9B1EYjfXWyv
16,Issues,Julia Michaels,1920,2017-02-01,lt,1sXUWdKx03aP9Gmzft58rt
17,Don't Wanna Know,Maroon 5,1746,2017-02-01,lt,5MFzQMkrl1FOOng9tq6R9r
18,Sunset Lover,Petit Biscuit,1740,2017-02-01,lt,0hNduWmlWmEmuwEFcYvRu1
19,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1735,2017-02-01,lt,0fg8CqpjdojMyXLNzM2PaJ
20,"How Far I'll Go - From ""Moana""",Alessia Cara,1725,2017-02-01,lt,5hYTyyh2odQKphUbMqc5gN
21,Shed a Light,Robin Schulz,1715,2017-02-01,lt,1cG0umU5TKStygKsPFZ9pY
22,Bad Things (with Camila Cabello),Machine Gun Kelly,1673,2017-02-01,lt,1PSBzsahR2AKwLJgx8ehBj
23,All Time Low,Jon Bellion,1624,2017-02-01,lt,1CnPYaKxTVb4LWOtiGOm0m
24,Don't Leave,Snakehips,1611,2017-02-01,lt,0Zx8khUcEfCFK2AEoIhC92
25,Tuesday,Burak Yeter,1593,2017-02-01,lt,7abpmGpF7PGep2rDU68GBR
26,Love Me Now,John Legend,1533,2017-02-01,lt,6nxQdXa1uAL0rY72wPZu89
27,Chantaje (feat. Maluma),Shakira,1528,2017-02-01,lt,6mICuAdrwEjh6Y6lroV2Kg
28,Now and Later,Sage The Gemini,1517,2017-02-01,lt,43jBqV3j3Xi1g6wO0bhIMd
29,Light,San Holo,1430,2017-02-01,lt,7zTx8ePYAmPFQuxP3xlXZn
30,Closer,The Chainsmokers,1424,2017-02-01,lt,7BKLCZ1jbUBVqRi2FVlTVw
31,I Would Like,Zara Larsson,1412,2017-02-01,lt,4Q4jmPHwu0wrJvqrld0FQ6
32,History,Olivia Holt,1325,2017-02-01,lt,0WCEaydwN65cvwaW8aqptF
33,Not Going Home,DVBBS,1297,2017-02-01,lt,042x9bsUBWW2fJgJ6fUh61
34,Bad and Boujee (feat. Lil Uzi Vert),Migos,1249,2017-02-01,lt,4Km5HrUvYTaSUfiSGPJeQR
35,I Got You,Bebe Rexha,1247,2017-02-01,lt,1FUViuNSldssMIawrOXF2i
36,Lighthouse - Andrelli Remix,Hearts & Colors,1235,2017-02-01,lt,04CttTezSnv71USiiG9mIo
37,Romantic - NOTD Remix,Stanaj,1223,2017-02-01,lt,3SGWp9fJCzgK0WcpcKSQdy
38,Alone,Alan Walker,1189,2017-02-01,lt,0JiVRyTJcJnmlwCZ854K4p
39,Black Beatles,Rae Sremmurd,1182,2017-02-01,lt,6fujklziTHa8uoM5OQSfIo
40,Make Me (Cry),Noah Cyrus,1170,2017-02-01,lt,2BrzlUj1u1CtvaJDGIKpsP
41,Lot to Learn,Luke Christopher,1169,2017-02-01,lt,3TRFq09DUgYj1mug6RRqJW
42,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1167,2017-02-01,lt,40UroIGvsMPLPBYwH8rMNA
43,Despacito (Featuring Daddy Yankee),Luis Fonsi,1140,2017-02-01,lt,4aWmUDTfIPGksMNLV2rQP2
44,Fake Love,Drake,1125,2017-02-01,lt,343YBumqHu19cGoGARUTsd
45,It's Gotta Be You,Isaiah,1109,2017-02-01,lt,6cAKeFFYW2aClZSUyvqAEW
46,Oceans Away,A R I Z O N A,1101,2017-02-01,lt,6A8dnC0xkiuWN4BshmTB2I
47,The Other,Lauv,1091,2017-02-01,lt,1lntL1cI2UIWlxjL5QiN8g
48,Let Me Love You,DJ Snake,1057,2017-02-01,lt,4pdPtRcBmOSQDlJ3Fk945m
49,On My Way,Tiësto,1044,2017-02-01,lt,4hiUYb2nb6NlfTP9CD38Pe
50,You Don't Know Me - Radio Edit,Jax Jones,1028,2017-02-01,lt,00lNx0OcTJrS3MKHcB80HY
51,In the Name of Love,Martin Garrix,1010,2017-02-01,lt,04DwTuZ2VBdJCCC5TROn7L
1,Shape of You,Ed Sheeran,6689,2017-02-02,lt,7qiZfU4dY1lWllzX7mPBI3
2,Paris,The Chainsmokers,3562,2017-02-02,lt,72jbDTw1piOOj770jWNeaG
3,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3324,2017-02-02,lt,3NdDpSvN911VPGivFlV5d0
4,I Feel It Coming,The Weeknd,2741,2017-02-02,lt,5GXAXm5YOmYT0kL5jHvYBt
5,Call On Me - Ryan Riback Extended Remix,Starley,2725,2017-02-02,lt,78rIJddV4X0HkNAInEcYde
6,Castle on the Hill,Ed Sheeran,2671,2017-02-02,lt,6PCUP3dWmTjcTtXY02oFdT
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2561,2017-02-02,lt,5knuzwU65gJK7IF5yJsuaW
8,Scared to Be Lonely,Martin Garrix,2460,2017-02-02,lt,3ebXMykcMXOcLeJ9xZ17XH
9,Starboy,The Weeknd,2287,2017-02-02,lt,5aAx2yezTd8zXrkmtKl66Z
10,All Night,The Vamps,2107,2017-02-02,lt,1yNyoWWWikbLhwIGWjZuDW
11,Solo Dance,Martin Jensen,2076,2017-02-02,lt,6HUnnBwYZqcED1eQztxMBN
12,Hear Me Now,Alok,1996,2017-02-02,lt,1a5Yu5L18qNxVhXx38njON
13,Just Hold On,Steve Aoki,1974,2017-02-02,lt,3EmmCZoqpWOTY1g2GBwJoR
14,Say You Won't Let Go,James Arthur,1949,2017-02-02,lt,5uCax9HTNlzGybIStD3vDh
15,Issues,Julia Michaels,1939,2017-02-02,lt,1sXUWdKx03aP9Gmzft58rt
16,Weak,AJR,1938,2017-02-02,lt,3E2Zh20GDCR9B1EYjfXWyv
17,Don't Wanna Know,Maroon 5,1837,2017-02-02,lt,5MFzQMkrl1FOOng9tq6R9r
18,"How Far I'll Go - From ""Moana""",Alessia Cara,1800,2017-02-02,lt,5hYTyyh2odQKphUbMqc5gN
19,All Time Low,Jon Bellion,1757,2017-02-02,lt,1CnPYaKxTVb4LWOtiGOm0m
20,Don't Leave,Snakehips,1665,2017-02-02,lt,0Zx8khUcEfCFK2AEoIhC92
21,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,1644,2017-02-02,lt,0fg8CqpjdojMyXLNzM2PaJ
22,Bad Things (with Camila Cabello),Machine Gun Kelly,1636,2017-02-02,lt,1PSBzsahR2AKwLJgx8ehBj
23,Tuesday,Burak Yeter,1628,2017-02-02,lt,7abpmGpF7PGep2rDU68GBR
24,Love Me Now,John Legend,1614,2017-02-02,lt,6nxQdXa1uAL0rY72wPZu89
25,Chantaje (feat. Maluma),Shakira,1602,2017-02-02,lt,6mICuAdrwEjh6Y6lroV2Kg
26,Sunset Lover,Petit Biscuit,1578,2017-02-02,lt,0hNduWmlWmEmuwEFcYvRu1
27,Shed a Light,Robin Schulz,1556,2017-02-02,lt,1cG0umU5TKStygKsPFZ9pY
28,Now and Later,Sage The Gemini,1541,2017-02-02,lt,43jBqV3j3Xi1g6wO0bhIMd
29,Closer,The Chainsmokers,1443,2017-02-02,lt,7BKLCZ1jbUBVqRi2FVlTVw
30,I Would Like,Zara Larsson,1427,2017-02-02,lt,4Q4jmPHwu0wrJvqrld0FQ6
31,History,Olivia Holt,1337,2017-02-02,lt,0WCEaydwN65cvwaW8aqptF
32,I Got You,Bebe Rexha,1284,2017-02-02,lt,1FUViuNSldssMIawrOXF2i
33,Not Going Home,DVBBS,1279,2017-02-02,lt,042x9bsUBWW2fJgJ6fUh61
34,Romantic - NOTD Remix,Stanaj,1257,2017-02-02,lt,3SGWp9fJCzgK0WcpcKSQdy
35,Despacito (Featuring Daddy Yankee),Luis Fonsi,1244,2017-02-02,lt,4aWmUDTfIPGksMNLV2rQP2
36,Light,San Holo,1242,2017-02-02,lt,7zTx8ePYAmPFQuxP3xlXZn
37,Bad and Boujee (feat. Lil Uzi Vert),Migos,1220,2017-02-02,lt,4Km5HrUvYTaSUfiSGPJeQR
38,Lighthouse - Andrelli Remix,Hearts & Colors,1215,2017-02-02,lt,04CttTezSnv71USiiG9mIo
39,Alone,Alan Walker,1184,2017-02-02,lt,0JiVRyTJcJnmlwCZ854K4p
40,You Don't Know Me - Radio Edit,Jax Jones,1142,2017-02-02,lt,00lNx0OcTJrS3MKHcB80HY
41,Oceans Away,A R I Z O N A,1141,2017-02-02,lt,6A8dnC0xkiuWN4BshmTB2I
42,Let Me Love You,DJ Snake,1119,2017-02-02,lt,4pdPtRcBmOSQDlJ3Fk945m
43,It's Gotta Be You,Isaiah,1117,2017-02-02,lt,6cAKeFFYW2aClZSUyvqAEW
44,On My Way,Tiësto,1108,2017-02-02,lt,4hiUYb2nb6NlfTP9CD38Pe
45,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1101,2017-02-02,lt,40UroIGvsMPLPBYwH8rMNA
46,Make Me (Cry),Noah Cyrus,1099,2017-02-02,lt,2BrzlUj1u1CtvaJDGIKpsP
47,Lot to Learn,Luke Christopher,1091,2017-02-02,lt,3TRFq09DUgYj1mug6RRqJW
48,Black Beatles,Rae Sremmurd,1077,2017-02-02,lt,6fujklziTHa8uoM5OQSfIo
49,Fake Love,Drake,1070,2017-02-02,lt,343YBumqHu19cGoGARUTsd
50,The Other,Lauv,1037,2017-02-02,lt,1lntL1cI2UIWlxjL5QiN8g
1,Shape of You,Ed Sheeran,7450,2017-02-03,lt,7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3834,2017-02-03,lt,3NdDpSvN911VPGivFlV5d0
3,Paris,The Chainsmokers,3656,2017-02-03,lt,72jbDTw1piOOj770jWNeaG
4,Call On Me - Ryan Riback Extended Remix,Starley,2969,2017-02-03,lt,78rIJddV4X0HkNAInEcYde
5,Scared to Be Lonely,Martin Garrix,2922,2017-02-03,lt,3ebXMykcMXOcLeJ9xZ17XH
6,Castle on the Hill,Ed Sheeran,2878,2017-02-03,lt,6PCUP3dWmTjcTtXY02oFdT
7,I Feel It Coming,The Weeknd,2778,2017-02-03,lt,5GXAXm5YOmYT0kL5jHvYBt
8,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2686,2017-02-03,lt,5knuzwU65gJK7IF5yJsuaW
9,Starboy,The Weeknd,2267,2017-02-03,lt,5aAx2yezTd8zXrkmtKl66Z
10,All Night,The Vamps,2110,2017-02-03,lt,1yNyoWWWikbLhwIGWjZuDW
11,Issues,Julia Michaels,2105,2017-02-03,lt,1sXUWdKx03aP9Gmzft58rt
12,Just Hold On,Steve Aoki,2057,2017-02-03,lt,3EmmCZoqpWOTY1g2GBwJoR
13,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,2036,2017-02-03,lt,0fg8CqpjdojMyXLNzM2PaJ
14,Solo Dance,Martin Jensen,2011,2017-02-03,lt,6HUnnBwYZqcED1eQztxMBN
15,Weak,AJR,1981,2017-02-03,lt,3E2Zh20GDCR9B1EYjfXWyv
16,Say You Won't Let Go,James Arthur,1957,2017-02-03,lt,5uCax9HTNlzGybIStD3vDh
17,Don't Wanna Know,Maroon 5,1953,2017-02-03,lt,5MFzQMkrl1FOOng9tq6R9r
18,Hear Me Now,Alok,1863,2017-02-03,lt,1a5Yu5L18qNxVhXx38njON
19,Tuesday,Burak Yeter,1850,2017-02-03,lt,7abpmGpF7PGep2rDU68GBR
20,"How Far I'll Go - From ""Moana""",Alessia Cara,1822,2017-02-03,lt,5hYTyyh2odQKphUbMqc5gN
21,Bad Things (with Camila Cabello),Machine Gun Kelly,1767,2017-02-03,lt,1PSBzsahR2AKwLJgx8ehBj
22,All Time Low,Jon Bellion,1765,2017-02-03,lt,1CnPYaKxTVb4LWOtiGOm0m
23,Chantaje (feat. Maluma),Shakira,1701,2017-02-03,lt,6mICuAdrwEjh6Y6lroV2Kg
24,Shed a Light,Robin Schulz,1632,2017-02-03,lt,1cG0umU5TKStygKsPFZ9pY
25,Don't Leave,Snakehips,1604,2017-02-03,lt,0Zx8khUcEfCFK2AEoIhC92
26,Now and Later,Sage The Gemini,1562,2017-02-03,lt,43jBqV3j3Xi1g6wO0bhIMd
27,Closer,The Chainsmokers,1546,2017-02-03,lt,7BKLCZ1jbUBVqRi2FVlTVw
28,Love Me Now,John Legend,1521,2017-02-03,lt,6nxQdXa1uAL0rY72wPZu89
29,Sunset Lover,Petit Biscuit,1519,2017-02-03,lt,0hNduWmlWmEmuwEFcYvRu1
30,History,Olivia Holt,1475,2017-02-03,lt,0WCEaydwN65cvwaW8aqptF
31,Despacito (Featuring Daddy Yankee),Luis Fonsi,1409,2017-02-03,lt,4aWmUDTfIPGksMNLV2rQP2
32,I Would Like,Zara Larsson,1372,2017-02-03,lt,4Q4jmPHwu0wrJvqrld0FQ6
33,I Got You,Bebe Rexha,1318,2017-02-03,lt,1FUViuNSldssMIawrOXF2i
34,Not Going Home,DVBBS,1310,2017-02-03,lt,042x9bsUBWW2fJgJ6fUh61
35,Bad and Boujee (feat. Lil Uzi Vert),Migos,1295,2017-02-03,lt,4Km5HrUvYTaSUfiSGPJeQR
36,Light,San Holo,1277,2017-02-03,lt,7zTx8ePYAmPFQuxP3xlXZn
37,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,1262,2017-02-03,lt,40UroIGvsMPLPBYwH8rMNA
38,Lighthouse - Andrelli Remix,Hearts & Colors,1247,2017-02-03,lt,04CttTezSnv71USiiG9mIo
39,You Don't Know Me - Radio Edit,Jax Jones,1233,2017-02-03,lt,00lNx0OcTJrS3MKHcB80HY
40,Black Beatles,Rae Sremmurd,1222,2017-02-03,lt,6fujklziTHa8uoM5OQSfIo
41,Make Me (Cry),Noah Cyrus,1216,2017-02-03,lt,2BrzlUj1u1CtvaJDGIKpsP
42,Romantic - NOTD Remix,Stanaj,1188,2017-02-03,lt,3SGWp9fJCzgK0WcpcKSQdy
43,Alone,Alan Walker,1149,2017-02-03,lt,0JiVRyTJcJnmlwCZ854K4p
44,Lot to Learn,Luke Christopher,1135,2017-02-03,lt,3TRFq09DUgYj1mug6RRqJW
45,Let Me Love You,DJ Snake,1102,2017-02-03,lt,4pdPtRcBmOSQDlJ3Fk945m
46,It's Gotta Be You,Isaiah,1101,2017-02-03,lt,6cAKeFFYW2aClZSUyvqAEW
47,The Other,Lauv,1101,2017-02-03,lt,1lntL1cI2UIWlxjL5QiN8g
48,Fake Love,Drake,1085,2017-02-03,lt,343YBumqHu19cGoGARUTsd
49,Oceans Away,A R I Z O N A,1063,2017-02-03,lt,6A8dnC0xkiuWN4BshmTB2I
50,In the Name of Love,Martin Garrix,1055,2017-02-03,lt,04DwTuZ2VBdJCCC5TROn7L
51,My Way,Calvin Harris,1036,2017-02-03,lt,1vvNmPOiUuyCbgWmtc6yfm
1,Shape of You,Ed Sheeran,7171,2017-02-04,lt,7qiZfU4dY1lWllzX7mPBI3
2,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3656,2017-02-04,lt,3NdDpSvN911VPGivFlV5d0
3,Paris,The Chainsmokers,3524,2017-02-04,lt,72jbDTw1piOOj770jWNeaG
4,Call On Me - Ryan Riback Extended Remix,Starley,2792,2017-02-04,lt,78rIJddV4X0HkNAInEcYde
5,Castle on the Hill,Ed Sheeran,2740,2017-02-04,lt,6PCUP3dWmTjcTtXY02oFdT
6,Scared to Be Lonely,Martin Garrix,2715,2017-02-04,lt,3ebXMykcMXOcLeJ9xZ17XH
7,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2601,2017-02-04,lt,5knuzwU65gJK7IF5yJsuaW
8,I Feel It Coming,The Weeknd,2491,2017-02-04,lt,5GXAXm5YOmYT0kL5jHvYBt
9,Issues,Julia Michaels,2177,2017-02-04,lt,1sXUWdKx03aP9Gmzft58rt
10,Just Hold On,Steve Aoki,2133,2017-02-04,lt,3EmmCZoqpWOTY1g2GBwJoR
11,Starboy,The Weeknd,2111,2017-02-04,lt,5aAx2yezTd8zXrkmtKl66Z
